nbrs_id,company_type,company_name,phone,address,keyword
2381441,PT,Aak Celebes Abadi,85182425156,"Akses Ali coworking space makassar, Jl. A. P. Pettarani No.9, Kota Makassar, Sulawesi Selatan",aak
190455,PT,Aal Rizki Tadangpalie,,"JL.SAPTA MARGA NO.12,BTN PALU NAGAYA BLOK A/1 NO.03, KEL.DONGGALA KODI, Kota Palu, Sulawesi Tengah",aal
549104,PT,Aal Group Pacific,,"GRAHA DIRGANTARA BUILDING,3RD FLOOR - UNIT D,E,F,G,H PROTOCOL OF HALIM PERDANA KUSUMA NO.8, Jakarta Timur, DKI Jakarta",aal
689663,PT,Aal Rizki Tambang Palu,,"JL. PEMUDA NO.01, Kota Palu, Sulawesi Tengah",aal
1320801,PT,Aal Taqi Perdana,81287066120,"Jalan Mataram XXI Nomor 09, Kabupaten Tangerang, Banten",aal
1585881,PT,Aal Khafi Tour Dan Travel,82373004999,"JALAN TAMAN SASANA PATRA, Kota Palembang, Sumatera Selatan",aal
1676117,PT,Aal Trust Nusantara Abadi,81212286290,"JALAN BOULEVARD CITRA RAYA BLOK KF 12/01, Kabupaten Tangerang, Banten",aal
1694077,PT,Aal Pamungkas Rey Sitompul,85210834732,"JALAN SALEMBA TENGAH NO 35C, Jakarta Pusat, DKI Jakarta",aal
1879701,PT,Aal Putra Mandiri,8526444044,"Perumahan Bumi Cikarang Makmur 2 Blok A-2 Nomor 5, Kabupaten Bekasi, Jawa Barat",aal
119166,PT,Aal Tech Marine,,"JL. BRIGJEND KATAMSO, TANJUNG UNCANG, RT.000 RW.000, Kota Batam, Kepulauan Riau",aal
691152,PT,Aam Trans Aman Dan Amanah,,", Kabupaten Trenggalek, Jawa Timur",aam
712719,PT,Aam Jaya Rayya,,"JL. GATOT SUBROTO NO. 35 DUSUN MANIS, Kabupaten Cirebon, Jawa Barat",aam
807572,PT,Aam Group Trading,,"Jl. KH Mas Mansyur No. 28, Jakarta Pusat, DKI Jakarta",aam
1172567,PT,Aam Anugerah Mandiri,81289212188,"JL. GRIYA UTAMA BLOK A NO. 23, Jakarta Utara, DKI Jakarta",aam
1256412,PT,Samtoeng Birkah Aam,85815078295,"JALAN KENONGO RAYA 54, Kota Kediri, Jawa Timur",aam
1274618,PT,Aam Logistik Indonesia,82391060731,"KOMPLEK RUKO BUANA MAS 2 NOMOR 36, Kota Batam, Kepulauan Riau",aam
1307343,PT,Aam Farma Indonesia,87727264334,"Jalan Raya Terate, Lingkungan Semendaran, Nomor 17, Kota Cilegon, Banten",aam
1937089,PT,Aam Moeris Indonesia,8114620091,"JL. BIRING ERE, Kabupaten Pangkajene Kepulauan, Sulawesi Selatan",aam
1954457,PT,Raja Aam Nusantara Sejahtera,895392933737,"DUSUN RANDE, Kabupaten Lamongan, Jawa Timur",aam
679408,PT,Aam Prima Arta,81934101946,"Bumi Mutiara Serang Blok H. Nomor 09, Kota Serang, Banten",aam
1183931,PT,Aam Agung Investama,217945301,"Gedung Graha Krama Yudha Lantai 4 Unit B
Jalan Warung Jati Barat nomor 43, Jakarta Selatan, DKI Jakarta",aam
447657,PT,Pantai Aan,,"JL AIRLANGGA NO. 02, Kota Mataram, Nusa Tenggara Barat",aan
550290,PT,Aan Jaya Baru,81267409418,"JL. DR. MOH. HATTA, PADANG, Kota Padang, Sumatera Barat",aan
1045982,PT,Aap Citra Kencana Abadi,82123193989,"JALAN I.GUSTI NGURAH RAI No.01
RUKO MALL KLENDER BLOK.B-III No.09, Jakarta Timur, DKI Jakarta",aap
999316,PT,Aan Karya Utama Mandiri,81333398274,"PERUM GKGA BLOK CB-28, Kabupaten Gresik, Jawa Timur",aan
1168051,PT,Aap Maritim Perkasa,8114050224,"Desa Labokeo, Kabupaten Konawe Selatan, Sulawesi Tenggara",aap
1014654,PT,Aan Rezky Gasindo,811633950,"Jalan Mesjid nomor 107., Kabupaten Deli Serdang, Sumatera Utara",aan
1609437,PT,Aap Perkasa Nusantara,8117300994,"18 Office Park Building 21th Floor Unit C, Jl. TB Simatupang No.Kav. 18, Jakarta Selatan, DKI Jakarta",aap
1309738,PT,Aan Mjd Group,82316238089,"JALAN BUNGONG JAROE, Kabupaten Aceh Barat, Aceh",aan
1694297,PT,Aap Sahe Hoa,82339928491,"Jalan Sunset Road Nomor 28, Kabupaten Badung, Bali",aap
693154,PT,Tanjung Aan Investment Group,82221634974,"Jalan R. A. Kartini Nomor 16A, Kota Mataram, Nusa Tenggara Barat",aan
2090304,PT,Dua Aap Saudara,33640929370,"JALAN PANTAI BERAWA NOMOR 150 UNIT 3, Kabupaten Badung, Bali",aap
2603292,PT,Aan Shun Investment,8132088868,"INFINITY OFFICE, MTH GROUND FLOOR GF A4 A, JALAN LETJEN MT HARYONO KAV 10, Jakarta Timur, DKI Jakarta",aan
2503681,PT,Aap Asia Packaging,82329609899,"Jalan Raya Keplaksari, Kabupaten Jombang, Jawa Timur",aap
1938985,PT,Aan Berkah Abadi,8124310126,"Jalan Jaksa Agung Suprapto, Kota Gorontalo, Gorontalo",aan
312597,PT,Aap Consulting Indonesia,,"Wisma Nugra Santana Lantai 7, Jalan Jenderal Sudirman Kaveling 7-8, Jakarta Pusat, DKI Jakarta",aap
348708,PT,Aar Nusantara,,"JL.SENAYAN NO. 14 BLOK S, KEL. RAWA BARAT, Jakarta Selatan, DKI Jakarta",aar
1799785,PT,Aar Khiar Jaya,85213309341,"DESA CURAH TATAL, Kabupaten Bondowoso, Jawa Timur",aar
989995,PT,Aas Global Indonesia,778473450,"KOMPLEK REGENCY PARK BLOK IV NOMOR 49, Kota Batam, Kepulauan Riau",aas
1086896,PT,Aas Primatama Logistik,8114177704,"JALAN MALAKA KAWASAN RUKO BISNIS CITRALAND BLOK F1 NO. 16,, Kota Kendari, Sulawesi Tenggara",aas
1087495,PT,Aas Gemilang Nusantara,8114177704,"JALAN MALAKA KAWASAN RUKO BISNIS CITRALAND BLOK F1 NO. 16, Kota Kendari, Sulawesi Tenggara",aas
1148906,PT,Aas Gemilang Mandiri,411420695,"AAS BUILDING, JL. URIP SUMOHARJO KM. 5 NO. 3, Kota Makassar, Sulawesi Selatan",aas
1150831,PT,Aas Digital Indonesia,411420695,"AAS BUILDING, JL. URIP SUMOHARJO KM. 5 NO. 3, Kota Makassar, Sulawesi Selatan",aas
1151792,PT,Aas Mineral Mandiri,411420695,"AAS BUILDING, JL. URIP SUMOHARJO KM. 5 NO. 3, Kota Makassar, Sulawesi Selatan",aas
1223333,PT,Aas Property Land,822111111565,"Puri Beta 2 Cluster Taman Buah Jl TB 8 No 27 Ciledug 15154, Kota Tangerang, Banten",aas
217157,PT,Aat Indonesia,,"THE CENTRO METRO BROADWAY BLOK B NO. 60 JL.PANTAI INDAH UTARA II, PANTAI INDAH KAPUK, RT 003, RW 007, Jakarta Utara, DKI Jakarta",aat
410788,PT,Aat Mandiri,,"JL.SALAK KP BUARAN RT005/04, KEL PONDOK BENDA, Kota Tangerang Selatan, Banten",aat
1295530,PT,Aas Rajawali Indonesia Prakarsa,81343836879,"Jl Rajawali I Lorong 13 B Nomor 5, Kota Makassar, Sulawesi Selatan",aas
1323293,PT,Aas Bintang Mulya Jaya,81266405389,"JL. BANDES I, Kabupaten Bengkalis, Riau",aas
1435255,PT,Aas Mandiri Sejahtera,411420695,"Gedung AAS Building Jl. Urip Sumoharjo Km. 5., Kota Makassar, Sulawesi Selatan",aas
1449137,PT,Aas Medika Husada,82344983302,"Jl Urip Sumoharjo KM 5 No 3, Kota Makassar, Sulawesi Selatan",aas
1488861,PT,Aas Pertama Prakasa,811414722,"BTN AFIKA RESIDENCE BLOK G30, Kota Kendari, Sulawesi Tenggara",aas
1490377,PT,Aas Transud Indonesia,82344983302,"AAS BUILDING JL. URIP SUMOHARJO KM 5 NO.3, Kota Makassar, Sulawesi Selatan",aas
1555521,PT,Tiga Bersaudara Aas,82136681487,"JL. KURMA IX NO.06 PONDOK REJEKI, Kabupaten Tangerang, Banten",aas
1593497,PT,Aas Food And Beverage,82339618526,"JALAN PANTAI BATU BOLONG No. 78A, Kabupaten Badung, Bali",aas
2300217,PT,Auto Green Aas,85398583478,"AAS BUILDING, JL. URIP SUMOHARJO KM. 5 NO. 3, Kota Makassar, Sulawesi Selatan",aas
2446581,PT,Aay Syahrir Group,85796009809,"Jl. Hertasning V No. 8, Kota Makassar, Sulawesi Selatan",aay
1306780,PT,Aaz Multi Media Kreasi,895322273312,"PERUM MANGKUBUMI BLOK B NO.1, Kota Bandar Lampung, Lampung",aaz
1615133,PT,Aaz Indo Support,81295739610,"Ruko Santa Monika Blok A Nomor 36, Gading Serpong, Kabupaten Tangerang, Banten",aaz
2365725,PT,Aaz Prima Karya,85319235588,"PERUMAHAN VILLA DISCOVERY BLOK B/10, Kabupaten Gowa, Sulawesi Selatan",aaz
2006992,PT,Aaz Zara Murtaza,81331907142,"Kelurahan Karangkebagusan, Kabupaten Jepara, Jawa Tengah",aaz
1281311,PT,Aaw Multi Services,2138907771,"Jl. Majapahit No.26, Komplek Golden Centrum, Jakarta Pusat, DKI Jakarta",aaw
70996,PT,Aba Sarana Lestari,215653311,"JALAN DAAN MOGOT NOMOR 59,, Jakarta Barat, DKI Jakarta",aba
1300295,PT,Aaw Solution Management,2138907771,"Menara Ravindo Lantai 12, Jl. Kebon Sirih Kav 75, Jakarta Pusat, DKI Jakarta",aaw
128435,PT,Aba Mulia Darma,,"KOMPLEK AZHAR BLOK D-6 NO.05 KENTEN TALANG KELAPA, Kabupaten Banyuasin, Sumatera Selatan",aba
133665,PT,Aba Logistics,,"JALAN MADUTAKI III NOMOR 5, Kabupaten Badung, Bali",aba
235974,PT,Aba Mandiri Sejahtera Kimia,,"JL.ANGKASA KAV B7, MEGA GLODOK KEMAYORAN, GROUND FLOOR BLOK A5 NO.11, Jakarta Pusat, DKI Jakarta",aba
507193,PT,Abb Energi Systems Indonesia,,"JAKARTA, DKI Jakarta",abb
291049,PT,Aba Mita,,"JL. KERSO RT. 001 RW. 001, KERSO, Kabupaten Jepara, Jawa Tengah",aba
509747,PT,Abb Bailef,,"JL., DKI Jakarta",abb
509748,PT,Abb Produksindo,,"JL., DKI Jakarta",abb
402524,PT,Aba Sumber Energi,81381854208,"AXA Tower 45th Floor, Jl. Prof. Dr. Satrio Kav.18, Jakarta Selatan, DKI Jakarta",aba
522096,PT,Abb Sdakti Industri,,"JAKARTA, DKI Jakarta",abb
588470,PT,Abb Jasa Indonesia,,"JL., DKI Jakarta",abb
956812,PT,Aba Semesta Alam,351385669,"JALAN RAYA CARUBAN-NGAWI KM 8, Kabupaten Madiun, Jawa Timur",aba
634756,PT,Abb Insurance Brokers,,"SYNERGY BUILDING LANTAI 15 JALAN JALUR SUTERA BARAT KAVELING 17 ALAM SUTERA, Kota Tangerang, Banten",abb
1039340,PT,Aba Kurnia Sejahtera,85267751875,"KOMPLEK BUKIT GADING INDAH BLOK B NO.05 JALAN BUKIT GADING RAYA, Jakarta Utara, DKI Jakarta",aba
1282774,PT,Abb Tujuh Belas,81256647339,"JALAN KODECO KM 2, Kabupaten Tanah Bumbu, Kalimantan Selatan",abb
1393228,PT,Abb Kreatif Mandiri,2122123434,"JALAN PERJUANGAN NOMOR 1 D, Jakarta Barat, DKI Jakarta",abb
1039361,PT,Aba Karunia Sejahtera,85267751875,"KOMPLEK BUKIT GADING INDAH, BLOK B NO.05 JALAN BUKIT GADING RAYA, Jakarta Utara, DKI Jakarta",aba
1876145,PT,Abb Learning Centre,81380380350,"CIFEST HILL CLUSTER IVORY MANSION B6/22 V.M, Kabupaten Bekasi, Jawa Barat",abb
1040590,PT,Aba Digital Data Solusi,217696019,"18 PARC PLACE SCBD, LANTAI 5, TOWER D, JL.JENDERAL SUDIRMAN KAV.52-53, Jakarta Selatan, DKI Jakarta",aba
2374409,PT,Abb Doha Indonesia,81225829213,"Palma One, Jalan HR Rasuna Said Kavling X-2 Nomor 4, Jakarta Selatan, DKI Jakarta",abb
119015,PT,Abc Agro,,"MENARA IMPERIUM LANTAI 17 SUITE C, JL. HR RASUNA SAID KAV. 1 KUNINGAN JAKARTA SELATAN, Jakarta Selatan, DKI Jakarta",abc
2497101,PT,Abb Robotics Sakti,628161632708,"WORLD TRADE CENTER 3, 25TH FLOOR, JL. JEND. SUDIRMAN KAV. 29-31, Jakarta Selatan, DKI Jakarta",abb
1040597,PT,Aba Niaga Sejahtera,217696019,"JL BUKIT GADING RAYA, KOMPLEK BUKIT GADING INDAH B NO. 5, Jakarta Utara, DKI Jakarta",aba
171053,PT,Abc Energy,,"JL. DR. SOETOMO 136 RT/RW 005/09 DARMO, WONOKROMO, Kota Surabaya, Jawa Timur",abc
641151,PT,Abb Sakti Industri,2125515555,"GEDUNG WORLD TRADE CENTER I LT.15, JL.JEND.SUDIRMAN KAV.29-31,KEL.KARET,KEC.SETIABUDI,JAKSEL, Jakarta Selatan, DKI Jakarta",abb
1040752,PT,Aba Citra Sejahtera,85267751875,"18 PARC PLACE SCBD, LANTAI 5, TOWER D, JL. JENDERAL SUDIRMAN KAV..52-53, Jakarta Selatan, DKI Jakarta",aba
311427,PT,Abc Fasteners,,"JALAN RAYA KUTA BUMI TRITI KAWASAN GKBI NOMOR 88, Kabupaten Tangerang, Banten",abc
287793,PT,H. Abd. Rahman Hasyim,,"JL.PRAMUKA NO. 77 KARABALLO KEL. WATANG SUPPA, Kabupaten Pinrang, Sulawesi Selatan",abd
1139331,PT,Aba Parfum Indonesia,81281887297,"Kp. Pabuaran, Kabupaten Bogor, Jawa Barat",aba
394047,PT,Mahkota Abc Prima,,"JL. KARANG MULYA 5/27, RT. 1, RW.9, KEL. KARANG TENGAH, KEC. KARANG MULYA, KOTA TANGERANG, Kota Tangerang, Banten",abc
935574,PT,Abd Majid Internasional,81347507112,"RUKO DAAN MOGOT BARU JL. JIMBARAN BLOK 3 A NO.1 A -2, Jakarta Barat, DKI Jakarta",abd
410589,PT,Abc Beton Indonesia,,"Jl. Besar Lubuk Pakam, Kabupaten Deli Serdang, Sumatera Utara",abc
1094076,PT,Albarka Abd Aziz Grup,81281986066,"Jalan Metro TV, Kota Ternate, Maluku Utara",abd
1203062,PT,Aba Healthcare Partner,85697667841,"KP. SILUMAN, JL.PENDIDIKAN, MANGUN JAYA TAMBUN SELATAN, Kabupaten Bekasi, Jawa Barat",aba
1135635,PT,Abd Bima Group,81334432111,"JALAN ANGGREK NO.34, Kota Bima, Nusa Tenggara Barat",abd
507194,PT,Abc Senina Kelambir Naja,,"JL., Kota Medan, Sumatera Utara",abc
1249992,PT,Aba Rahmatan Nusantara,81327563441,"Randu Rejo, Kabupaten Karanganyar, Jawa Tengah",aba
1268462,PT,Abd Abadi Jaya,87772667545,"LINGKUNGAN SERDANG BARAT, Kota Cilegon, Banten",abd
638035,PT,Abc Kogen Dairy,,"menara imperium lantai 17, suite c, jalan hr rasuna said kavling 1, Jakarta Selatan, DKI Jakarta",abc
1313139,PT,Abd Jaya Ibu,81219620008,"LINGKUNGAN SERDANG BARAT, Kota Cilegon, Banten",abd
1269343,PT,Aba Perkasa Food,81233861293,"Perumahan Graha Penta AH 21, Kabupaten Sidoarjo, Jawa Timur",aba
1795969,PT,Abd Rosid Technic,81235353501,"Perumahan Grand Residence City Cluster Prapanca 2 BB 17/15, Kabupaten Bekasi, Jawa Barat",abd
646898,PT,Abc Bali Laut,,"MILLENNIUM CENTENNIAL CENTER LT.1 UNIT A&H JL JEND. SUDIRMAN KAV 25, Jakarta Selatan, DKI Jakarta",abc
1290655,PT,Abd Jaya Family,87771239494,"JL. RAYA CILEGON, KP. BLOSONG, Kabupaten Serang, Banten",abd
1285868,PT,Aba Surya Energi,882220515720,"Jl. Agung, Kabupaten Semarang, Jawa Tengah",aba
654330,PT,Abc Mobilindo Utama,,"Kaveling Polri Blok F-VIII No. 1568-A, Jakarta Barat, DKI Jakarta",abc
1312690,PT,Restu Aba Sejahtera,82213666094,"Perum Bukit Emas BlokF-3 No.19, Kabupaten Gresik, Jawa Timur",aba
52022,PT,Kabasu Abe Libe,,"JL. SUKABANGUN II SOAK SIMPUR, KOMP TAMAN SEJAHTERA BLOK B6., Kota Palembang, Sumatera Selatan",abe
668096,PT,Abc Global Investment,0,"SENAYAN SUITES, JL. TENTARA PELAJAR NO. 178, Jakarta Selatan, DKI Jakarta",abc
119387,PT,Abe Mandiri Sejahtera,,"KOMP. REPINDO INDUSTRIAL PARK BLOK A2/9, Kota Batam, Kepulauan Riau",abe
1343375,PT,Aba Mulia Sejahtera,81520300396,"JALAN RAYA PURWODADI PATI KM 5, Kabupaten Grobogan, Jawa Tengah",aba
787805,PT,Abc Goodluck Indonesia,,"Perkantoran TOHO Blok B/15, Kota Administrasi Jakarta Utara, DKI Jakarta",abc
234304,PT,Abe Mandiri,,"JL.RAYA BATULICIN, NO.3,RT 24,DS. KAMPUNG BARU, Kabupaten Tanah Bumbu, Kalimantan Selatan",abe
838519,PT,Abc Investama Indonesia,,"Rukan Artha Gading Niaga Blok D28, Jl. Boulevard Artha Gading, Jakarta Utara, DKI Jakarta",abc
1433343,PT,Aba Satu Alcena,85859747500,"Perumahan Graha Indah Blok G-24, Kota Surabaya, Jawa Timur",aba
939829,PT,Abc Cooking Studio Indonesia,,"RUKAN ARTHA GADING NIAGA BLOK D28, JL. BOULEVARD ARTHA GADING, Jakarta Utara, DKI Jakarta",abc
243560,PT,Abe Bintang Persada,81390407041,"JALAN CEMPAKA PUTIH NOMOR 8 DERESAN, CT X, SANTREN, Kabupaten Sleman, Daerah Istimewa Yogyakarta",abe
245138,PT,Abe Teknik Indonesia,,"Jl. Raya Kebon Kelapa No. 313 A, Kabupaten Bekasi, Jawa Barat",abe
953756,PT,Cahaya Ayu Abc,8115578758,"JL. PANGKALAN, Kota Samarinda, Kalimantan Timur",abc
255879,PT,Abe Logistics Indonesia,313577806,"JL.PERAK TIMUR NO. 148, Kota Surabaya, Jawa Timur",abe
1032094,PT,Abc Networks Indonesia,819802696,"Rukan Italian Walk Blok B/45
Jl. Boulevard Barat Raya, Jakarta Utara, DKI Jakarta",abc
371535,PT,Abe Barokah Jaya,,"Sorowako, Kabupaten Luwu Timur, Provinsi Sulawesi Selatan, Kabupaten Luwu Timur, Sulawesi Selatan",abe
1068817,PT,Abc Family Group,81363222968,"JORONG LUBUK LESUNG NAGARI PULAU MAINAN KECAMATAN KOTO SALAK KABUPATEN DHARMASRAYA, Kabupaten Dharmasraya, Sumatera Barat",abc
427433,PT,Abe Kogyo Indonesia,218904210,"Karawang International Industrial City (KIIC) Jl. Permata Raya Lot C-3B, Kabupaten Karawang, Jawa Barat",abe
